time;ax;ay;az;aT
0,0070;-0,4765;0,3493;0,2502;0,642
0,0070;-0,3123;0,3572;0,5495;0,726
0,0140;-0,0556;0,3124;0,8018;0,862
0,0150;0,1113;0,2408;0,9578;0,994
0,0280;0,2029;0,1147;1,0269;1,053
0,0280;0,2804;0,0544;1,0649;1,102
0,0340;0,3608;0,0250;1,1082;1,166
0,0350;0,4035;-0,0135;1,0499;1,125
0,0490;0,3918;-0,0202;0,9460;1,024
0,0500;0,4068;-0,0001;0,7979;0,896
0,0500;0,3708;-0,0092;0,5802;0,689
0,0690;0,2931;-0,0206;0,2732;0,401
0,0700;0,2259;-0,0293;-0,1332;0,264
0,0710;0,1304;-0,0169;-0,5452;0,561
0,0720;0,0118;-0,0305;-0,8278;0,828
0,1050;0,0197;0,0056;-0,8126;0,813
0,1060;0,0696;0,1911;-0,7128;0,741
0,1060;0,0708;0,3154;-0,7853;0,849
0,1070;0,0765;0,3558;-0,7753;0,856
0,1080;0,1566;0,3589;-0,7084;0,809
0,1080;0,2604;0,2875;-0,6464;0,754
0,1090;0,3353;0,1178;-0,5054;0,618
0,1180;0,4451;0,0110;-0,3562;0,570
0,1190;0,5006;-0,0746;-0,2657;0,572
0,1200;0,5164;-0,0351;-0,1491;0,539
0,1330;0,4298;0,0465;-0,0009;0,432
0,1340;0,3104;0,0945;0,1088;0,342
0,1350;0,2463;0,1638;0,1626;0,338
0,1480;0,1907;0,1501;0,1898;0,308
0,1490;0,1194;0,0895;0,1879;0,240
0,1500;0,0714;0,0047;0,1425;0,159
0,1620;-0,0723;-0,1148;0,1194;0,181
0,1620;-0,1891;-0,1411;0,1407;0,275
0,1660;-0,2994;-0,1042;0,2197;0,386
0,1700;-0,3631;-0,0248;0,3123;0,480
0,1770;-0,4447;0,0684;0,2942;0,538
0,1810;-0,4701;0,0557;0,2555;0,538
0,1860;-0,4615;0,0674;0,2086;0,511
0,2010;-0,4309;0,0604;0,1413;0,457
0,2020;-0,3191;0,0409;0,1432;0,352
0,2020;-0,2025;0,0651;0,2174;0,304
0,2090;-0,0851;0,1151;0,2180;0,261
0,2190;-0,0288;0,1107;0,2480;0,273
0,2200;0,0379;0,1475;0,2942;0,331
0,2210;0,1384;0,1574;0,1908;0,283
0,2500;0,1822;0,1429;0,1435;0,272
0,2510;0,2105;0,0685;0,1229;0,253
0,2510;0,2017;0,0262;0,0718;0,216
0,2510;0,1631;-0,0757;-0,0352;0,183
0,2520;0,1244;-0,1701;-0,2090;0,297
0,2520;0,0590;-0,1506;-0,3304;0,368
0,2600;-0,0094;-0,0935;-0,4261;0,436
0,2600;-0,1688;-0,0120;-0,5036;0,531
0,2680;-0,3210;0,1096;-0,5333;0,632
0,2700;-0,4403;0,1624;-0,4879;0,677
0,2760;-0,4905;0,1860;-0,3853;0,651
0,2810;-0,4552;0,2447;-0,3186;0,607
0,2850;-0,3886;0,2439;-0,2863;0,541
0,3010;-0,2672;0,1656;-0,2748;0,418
0,3010;-0,1234;0,0985;-0,3281;0,364
0,3020;0,0018;-0,0340;-0,3709;0,372
0,3090;0,0666;-0,0979;-0,3316;0,352
0,3110;0,1006;-0,0418;-0,2414;0,265
0,3170;0,0899;-0,0132;-0,2032;0,223
0,3210;0,0691;0,0597;-0,1818;0,203
0,3350;0,0618;0,1133;-0,1054;0,167
0,3360;0,0667;0,1403;0,0308;0,158
0,3370;0,1485;0,1383;0,1015;0,227
0,3420;0,1903;0,1549;0,1718;0,300
0,3460;0,2576;0,1122;0,1846;0,336
0,3510;0,2860;0,0869;0,2033;0,361
0,3550;0,2638;0,0800;0,2652;0,382
0,3980;0,2922;0,0352;0,3330;0,444
0,3990;0,3133;0,0662;0,3412;0,468
0,3990;0,3525;0,0750;0,2907;0,463
0,3990;0,3534;0,0688;0,2975;0,467
0,4000;0,3812;0,0539;0,2393;0,453
0,4000;0,3382;0,0482;0,1842;0,388
0,4010;0,3122;0,0614;0,2085;0,380
0,4010;0,3271;0,0159;0,2032;0,385
0,4020;0,2882;0,0096;0,1710;0,335
0,4070;0,2627;0,0259;0,1224;0,291
0,4160;0,2457;-0,0058;0,0419;0,249
0,4160;0,2004;-0,0388;-0,0310;0,206
0,4200;0,1387;-0,0789;-0,1933;0,251
0,4260;0,1034;-0,0961;-0,2538;0,290
0,4310;-0,0029;-0,0820;-0,3660;0,375
0,4360;-0,1199;-0,0569;-0,4593;0,478
0,4440;-0,2015;-0,0637;-0,5340;0,574
0,4460;-0,2470;-0,0078;-0,5581;0,610
0,4520;-0,2458;0,0317;-0,6237;0,671
0,4610;-0,2653;0,0789;-0,7021;0,755
0,4630;-0,2349;0,1076;-0,6023;0,655
0,4680;-0,1692;0,1165;-0,4871;0,529
0,4720;-0,0683;0,0890;-0,3218;0,341
0,4900;0,0562;0,0930;-0,1301;0,169
0,4910;0,1957;0,0172;-0,0705;0,209
0,4920;0,2888;-0,0524;-0,0280;0,295
0,4930;0,3432;-0,1098;0,0202;0,361
0,4990;0,4207;-0,1182;0,0614;0,441
0,5020;0,3937;-0,1552;0,0117;0,423
0,5320;0,3149;-0,2113;0,0220;0,380
0,5330;0,2393;-0,1813;0,0131;0,301
0,5340;0,1498;-0,1823;-0,0616;0,244
0,5340;-0,0030;-0,1354;-0,1136;0,177
0,5350;-0,1036;-0,1123;-0,1335;0,203
0,5350;-0,2111;-0,0937;-0,1670;0,285
0,5360;-0,2972;-0,0822;-0,1948;0,365
0,5440;-0,3862;-0,0705;-0,1762;0,430
0,5580;-0,3996;-0,0599;-0,2081;0,455
0,5590;-0,3710;-0,1007;-0,2197;0,443
0,5590;-0,3353;-0,0733;-0,2469;0,423
0,5710;-0,2695;-0,0878;-0,2882;0,404
0,5720;-0,1747;-0,1035;-0,3486;0,403
0,5720;-0,0956;-0,0810;-0,3157;0,340
0,5760;0,0109;-0,0512;-0,2879;0,293
0,5820;0,0802;-0,0188;-0,2988;0,310
0,5860;0,1105;0,0149;-0,3757;0,392
0,5920;0,1826;0,0286;-0,4639;0,499
0,5970;0,1859;-0,0468;-0,5767;0,608
0,6010;0,1618;-0,1106;-0,6260;0,656
0,6220;0,0919;-0,1770;-0,7125;0,740
0,6230;0,0653;-0,1791;-0,6592;0,686
0,6240;0,1243;-0,1347;-0,4811;0,515
0,6250;0,1310;-0,0535;-0,3576;0,385
0,6260;0,0774;-0,0122;-0,2081;0,222
0,6310;-0,0531;-0,0387;-0,0284;0,072
0,6360;-0,1270;-0,0971;0,2031;0,258
0,6420;-0,1575;-0,1472;0,3988;0,453
0,6460;-0,2090;-0,1989;0,5904;0,657
0,6510;-0,2380;-0,1712;0,7578;0,813
0,6560;-0,2590;-0,1136;0,8490;0,895
0,6840;-0,2492;-0,1050;0,8176;0,861
0,6850;-0,2192;-0,1205;0,7800;0,819
0,6850;-0,2076;-0,1300;0,7840;0,821
0,6860;-0,2036;-0,0882;0,7780;0,809
0,6860;-0,1792;-0,0607;0,7393;0,763
0,6870;-0,2007;0,0050;0,5601;0,595
0,6980;-0,2029;0,0303;0,4126;0,461
0,6990;-0,2035;0,0977;0,2916;0,369
0,7020;-0,2336;0,0895;0,1152;0,275
0,7120;-0,2452;0,0728;-0,0584;0,262
0,7130;-0,3185;0,0780;-0,1797;0,374
0,7170;-0,3483;0,0839;-0,2313;0,426
0,7210;-0,4041;-0,0001;-0,2210;0,461
0,7270;-0,3812;-0,1595;-0,1693;0,447
0,7320;-0,3659;-0,2246;-0,1718;0,462
0,7360;-0,3311;-0,1417;-0,3104;0,475
0,7580;-0,2400;-0,1505;-0,2884;0,404
0,7590;-0,1670;-0,1242;-0,2408;0,318
0,7600;-0,0506;-0,1227;-0,3000;0,328
0,7610;0,0385;-0,1172;-0,3874;0,407
0,7620;0,1546;-0,0766;-0,4455;0,478
0,7670;0,2236;-0,0116;-0,5080;0,555
0,7720;0,2242;0,0982;-0,5234;0,578
0,8020;0,2553;0,1463;-0,4419;0,531
0,8030;0,2457;0,2404;-0,2263;0,412
0,8040;0,1768;0,2999;-0,0975;0,362
0,8040;0,1878;0,3486;-0,0046;0,396
0,8050;0,1967;0,3693;0,1700;0,452
0,8050;0,2234;0,3584;0,2198;0,476
0,8060;0,3000;0,3396;0,3007;0,544
0,8130;0,4305;0,3223;0,3721;0,654
0,8170;0,5815;0,2778;0,3838;0,750
0,8220;0,7313;0,3019;0,3488;0,865
0,8270;0,7943;0,2895;0,2789;0,890
0,8320;0,8558;0,2504;0,2816;0,935
0,8370;0,8639;0,2013;0,3051;0,938
0,8430;0,8292;0,1138;0,3504;0,907
0,8480;0,7304;0,0107;0,2991;0,789
0,8520;0,6216;-0,0469;0,2682;0,679
0,8630;0,4742;-0,1798;0,2756;0,577
0,8640;0,2998;-0,2920;0,2302;0,478
0,8680;0,1437;-0,3763;0,1571;0,432
0,8730;-0,0167;-0,4198;0,1198;0,437
0,8780;-0,1592;-0,4463;0,0047;0,474
0,8830;-0,3323;-0,4224;-0,0818;0,544
0,8880;-0,4732;-0,3887;-0,0381;0,614
0,9120;-0,5879;-0,2793;-0,0094;0,651
0,9140;-0,7038;-0,1675;-0,0133;0,724
0,9150;-0,8315;-0,0787;0,0236;0,836
0,9160;-0,9378;0,0014;0,1372;0,948
0,9170;-0,9713;0,0558;0,2108;0,996
0,9180;-0,8316;0,1439;0,2438;0,878
0,9220;-0,6881;0,1818;0,2375;0,750
0,9490;-0,4914;0,1459;0,2387;0,565
0,9500;-0,2100;0,0804;0,2471;0,334
0,9500;0,0796;0,0441;0,2854;0,300
0,9510;0,3015;0,0550;0,2687;0,408
0,9510;0,4593;0,0306;0,2541;0,526
0,9520;0,4923;0,0497;0,2467;0,553
0,9600;0,5377;-0,0014;0,1784;0,567
0,9630;0,5422;-0,1127;0,1280;0,568
0,9680;0,4965;-0,1132;0,0329;0,510
0,9720;0,4782;-0,1282;0,0171;0,495
0,9780;0,4387;-0,1204;0,0000;0,455
0,9830;0,3472;-0,0993;0,0031;0,361
0,9880;0,1517;-0,0541;-0,0480;0,168
0,9930;0,0101;-0,0265;-0,0816;0,086
0,9980;-0,0132;0,0551;-0,0511;0,076
1,0020;-0,0835;0,0891;-0,1371;0,184
1,0110;-0,0909;0,1079;-0,2115;0,254
1,0130;-0,0964;0,1093;-0,2807;0,316
1,0180;-0,0486;0,0729;-0,3291;0,341
1,0230;-0,0100;0,0409;-0,4096;0,412
1,0280;0,0510;0,0001;-0,4112;0,414
1,0330;0,1486;-0,0231;-0,3971;0,425
1,0380;0,1820;-0,0289;-0,4284;0,466
1,0590;0,1790;-0,0066;-0,4547;0,489
1,0610;0,1679;0,0306;-0,4219;0,455
1,0620;0,1988;0,0476;-0,3537;0,409
1,0630;0,2213;0,0505;-0,2632;0,348
1,0690;0,2662;0,0559;-0,1743;0,323
1,0700;0,2543;0,0852;-0,1047;0,288
1,0740;0,2063;0,0953;-0,1449;0,270
1,1060;0,1943;0,1470;-0,1024;0,264
1,1070;0,1538;0,1638;-0,1112;0,251
1,1080;0,1232;0,1841;-0,0527;0,228
1,1080;0,0880;0,1622;-0,0668;0,196
1,1090;0,0889;0,1546;-0,1034;0,206
1,1090;0,0624;0,1551;-0,0859;0,188
1,1090;0,1019;0,0694;-0,0107;0,124
1,1160;0,1379;-0,0127;-0,0442;0,145
1,1170;0,1563;-0,0471;-0,0892;0,186
1,1230;0,1563;-0,1212;-0,1578;0,253
1,1280;0,1490;-0,1844;-0,2024;0,312
1,1330;0,1486;-0,1435;-0,1847;0,277
1,1370;0,0969;-0,1144;-0,2115;0,259
1,1430;0,0795;-0,0648;-0,1968;0,222
1,1480;0,0221;-0,0138;-0,2569;0,258
1,1530;-0,0524;0,0363;-0,2564;0,264
1,1630;-0,1029;0,1082;-0,2575;0,298
1,1640;-0,1155;0,1396;-0,2531;0,311
1,1690;-0,1270;0,1113;-0,1760;0,244
