time;ax;ay;az;aT
0,6210;-0,0805;-0,0134;-0,1559;0,176
0,6440;-0,0684;0,0227;-0,2032;0,216
0,6440;-0,0241;0,0352;-0,2230;0,227
0,6450;-0,0290;0,0028;-0,1901;0,192
0,6450;0,0123;-0,0286;-0,1801;0,183
0,6510;0,0281;-0,0129;-0,1311;0,135
0,6510;0,0224;-0,0147;-0,0991;0,103
0,6550;-0,0204;-0,0091;-0,0640;0,068
0,6630;-0,0137;-0,0223;-0,0398;0,048
0,6650;0,0019;-0,0579;-0,0632;0,086
0,6700;0,0300;-0,0234;-0,0271;0,047
0,6760;0,0124;-0,0593;-0,0126;0,062
0,6810;0,0329;-0,0557;0,0148;0,066
0,6850;0,0387;-0,0189;0,0397;0,059
0,6900;-0,0079;-0,0630;0,0323;0,071
0,6960;-0,0124;-0,0723;-0,0072;0,074
0,7010;0,0178;-0,0623;-0,0285;0,071
0,7060;0,0068;-0,0582;-0,0117;0,060
0,7120;0,0025;-0,0361;-0,0509;0,062
0,7150;-0,0200;0,0026;-0,0246;0,032
0,7200;-0,0450;0,0554;-0,0234;0,075
0,7260;-0,0594;0,0486;0,0097;0,077
0,7310;-0,0802;0,0407;0,0270;0,094
0,7360;-0,1037;0,0520;0,0786;0,140
0,7430;-0,0887;0,0109;0,0835;0,122
0,7480;-0,0866;-0,0386;0,1655;0,191
0,7510;-0,1028;-0,0134;0,2517;0,272
0,7560;-0,0497;-0,0496;0,2649;0,274
0,7620;-0,0621;-0,0268;0,2639;0,272
0,7660;-0,0671;0,0022;0,2477;0,257
0,7700;-0,0303;0,0351;0,1830;0,189
0,7860;-0,0586;0,0353;0,0916;0,114
0,7860;-0,0636;0,0163;0,0640;0,092
0,7870;-0,0491;-0,0001;-0,0524;0,072
0,7930;-0,0862;0,0007;-0,1014;0,133
0,8020;-0,0794;0,0603;-0,1750;0,201
0,8020;-0,0571;0,0575;-0,1603;0,180
0,8050;-0,0155;0,0140;-0,1957;0,197
0,8130;0,0217;0,0157;-0,1396;0,142
0,8160;0,0439;0,0512;-0,0995;0,120
0,8210;0,0336;0,0782;-0,0906;0,124
0,8260;-0,0006;0,0811;-0,0522;0,096
0,8320;-0,0217;0,0635;-0,0201;0,070
0,8360;-0,0162;0,0835;-0,0237;0,088
0,8420;0,0004;0,0897;-0,0059;0,090
