time;ax;ay;az;aT
0,0200;-0,0789;0,1339;0,0866;0,178
0,0210;-0,0243;0,0900;0,2310;0,249
0,0210;0,0121;0,0686;0,2712;0,280
0,0220;0,0195;0,0538;0,3079;0,313
0,0220;-0,0320;0,0371;0,3293;0,333
0,0230;-0,0081;0,0225;0,3568;0,358
0,0230;0,0598;0,0278;0,4467;0,452
0,0230;0,1077;0,0287;0,4675;0,481
0,0240;0,1478;0,0085;0,5279;0,548
0,0300;0,1596;-0,0199;0,5611;0,584
0,0390;0,1645;-0,0324;0,5455;0,571
0,0400;0,1533;-0,0659;0,5554;0,580
0,0450;0,1498;-0,0868;0,4843;0,514
0,0570;0,1253;-0,0823;0,2738;0,312
0,0570;0,1062;-0,0579;0,0879;0,149
0,0600;0,0910;-0,0068;-0,0941;0,131
0,0640;0,1333;-0,0088;-0,2064;0,246
0,0740;0,1059;-0,0050;-0,3377;0,354
0,0750;0,1191;0,0242;-0,4964;0,511
0,0790;0,1553;0,0121;-0,4673;0,493
0,0900;0,1723;0,0362;-0,3622;0,403
0,0910;0,1185;0,0735;-0,2157;0,257
0,0950;0,0568;0,0841;-0,0983;0,141
0,1020;0,0064;0,0978;0,0212;0,100
0,1040;-0,0363;0,1382;0,0543;0,153
0,1090;-0,0505;0,1690;0,1518;0,233
0,1150;-0,0595;0,1555;0,2646;0,313
0,1290;-0,0558;0,1713;0,4429;0,478
0,1290;-0,0355;0,1372;0,5230;0,542
0,1300;-0,0219;0,1151;0,5278;0,541
0,1470;-0,0326;0,0938;0,5149;0,524
0,1470;-0,2920;0,1282;0,1536;0,354
0,1480;-0,6232;0,3200;-0,5341;0,881
0,1490;-0,2107;0,4603;-0,4163;0,655
0,1630;-0,0244;0,3852;-0,2391;0,454
0,1630;-0,0787;0,2205;-0,1863;0,299
0,1640;-0,0134;0,0752;-0,2696;0,280
0,1720;0,1655;-0,0370;-0,4290;0,461
0,1750;0,2618;-0,1382;-0,6035;0,672
0,1800;0,2443;-0,2071;-0,6797;0,751
0,1850;0,2968;-0,3112;-0,5876;0,728
0,1900;0,3510;-0,2994;-0,4088;0,616
0,1950;0,3814;-0,2684;-0,0850;0,474
0,2020;0,3567;-0,2301;0,1817;0,462
0,2050;0,3032;-0,2239;0,3029;0,484
0,2110;0,2393;-0,2516;0,3437;0,489
