time;ax;ay;az;aT
0,6270;0,0308;-0,0419;-0,0735;0,090
0,6310;0,0924;-0,0701;-0,1215;0,168
0,6370;0,0891;-0,1256;-0,1076;0,188
0,6430;0,0799;-0,1714;-0,0880;0,209
0,6460;0,0926;-0,1765;-0,0412;0,203
0,6520;0,0433;-0,1388;-0,0090;0,146
0,6580;0,0577;-0,1111;0,0314;0,129
0,6620;0,0599;-0,0873;0,0917;0,140
0,6670;0,0236;-0,0316;0,0885;0,097
0,6710;-0,0320;-0,0185;0,1508;0,155
0,6870;-0,0394;-0,0422;0,1975;0,206
0,6880;-0,0153;0,0105;0,2441;0,245
0,6880;0,0098;-0,0138;0,2824;0,283
0,6960;0,0037;-0,0419;0,3087;0,312
0,6980;0,0476;-0,0658;0,3005;0,311
0,7030;0,0603;-0,0357;0,2722;0,281
0,7060;0,1084;-0,0115;0,2120;0,238
0,7130;0,1459;0,0153;0,2333;0,276
0,7160;0,1226;0,0437;0,3085;0,335
0,7210;0,1745;0,0652;0,3622;0,407
0,7280;0,2392;0,0798;0,4124;0,483
0,7320;0,2586;0,0910;0,4292;0,509
0,7370;0,2567;0,0812;0,4187;0,498
0,7440;0,1630;0,0161;0,3295;0,368
0,7470;0,0510;-0,0314;0,3372;0,343
0,7520;-0,0173;0,0046;0,2698;0,270
0,7560;-0,0195;0,0274;0,1451;0,149
0,7630;0,0249;0,0014;0,0576;0,063
0,7670;0,0368;0,0121;0,0013;0,039
0,7720;0,0632;0,0042;0,0190;0,066
0,7780;0,0683;-0,0223;0,0772;0,105
0,7820;-0,0279;-0,0785;0,1437;0,166
0,7870;-0,0300;-0,0816;0,1944;0,213
0,7930;0,0060;-0,1027;0,1427;0,176
0,7970;0,0106;-0,0515;0,1639;0,172
0,8010;-0,0326;-0,0307;0,2004;0,205
0,8060;-0,0715;-0,0153;0,2213;0,233
0,8120;-0,0585;0,0103;0,2444;0,252
0,8170;-0,0407;0,0327;0,2769;0,282
0,8210;-0,0406;0,0393;0,2700;0,276
0,8370;-0,0473;0,0385;0,3118;0,318
0,8370;-0,0853;0,0102;0,2524;0,267
0,8380;-0,0943;0,0277;0,2137;0,235
0,8500;-0,0273;0,0826;0,1445;0,169
0,8510;-0,0056;0,0811;0,0700;0,107
0,8510;0,0162;0,1056;0,0280;0,110
0,8570;0,0170;0,0790;0,0849;0,117
0,8620;-0,0456;0,0672;0,0712;0,108
0,8670;-0,0718;0,0746;0,0730;0,127
0,8710;-0,0885;0,0261;0,0381;0,100
0,8770;-0,0660;0,0444;-0,0310;0,085
0,8820;-0,0505;0,0152;-0,0532;0,075
0,8860;-0,0446;0,0100;-0,0954;0,106
0,8940;-0,0280;0,0086;-0,1551;0,158
0,8970;-0,0423;-0,0186;-0,1669;0,173
0,9020;0,0053;-0,0324;-0,1667;0,170
0,9060;0,0022;-0,0339;-0,1641;0,168
0,9130;0,0630;-0,0684;-0,2613;0,277
0,9170;0,0614;-0,1297;-0,2663;0,302
0,9220;0,0370;-0,1132;-0,2226;0,252
0,9280;0,0515;-0,1038;-0,1710;0,207
0,9320;0,0272;-0,0907;-0,1495;0,177
0,9370;0,0414;-0,0478;-0,1045;0,122
0,9450;0,0478;-0,0138;-0,1002;0,112
0,9470;0,0568;-0,0072;-0,0615;0,084
0,9530;0,0043;-0,0161;-0,0231;0,028
0,9570;0,0039;-0,0448;-0,0171;0,048
0,9740;0,0239;-0,0444;0,0089;0,051
0,9760;0,0060;-0,0601;0,0571;0,083
0,9770;-0,0069;-0,1002;0,1132;0,151
0,9780;-0,0160;-0,0745;0,1509;0,169
0,9820;-0,0424;-0,0584;0,1753;0,190
0,9870;-0,0733;0,0004;0,1935;0,207
0,9980;-0,0764;-0,0173;0,1760;0,193
0,9990;-0,0839;-0,0536;0,0992;0,141
1,0030;-0,0758;-0,0254;0,1121;0,138
1,0070;-0,0200;-0,0580;0,1450;0,157
1,0120;-0,0179;-0,0725;0,1480;0,166
1,0180;-0,0299;-0,1071;0,1261;0,168
1,0220;-0,0415;-0,1540;0,0342;0,163
1,0280;0,0469;-0,0824;0,0756;0,121
1,0320;0,0847;-0,0542;0,2626;0,281
1,0370;0,0131;-0,0630;0,4066;0,412
1,0450;-0,0245;-0,0410;0,3921;0,395
1,0480;-0,0124;-0,0250;0,3258;0,327
1,0530;0,0165;0,0273;0,2593;0,261
1,0580;-0,0223;0,0201;0,2872;0,289
1,0630;-0,0584;0,0195;0,2391;0,247
1,0680;-0,0324;0,0019;0,1415;0,145
1,0730;-0,0432;-0,0290;0,0211;0,056
1,0920;-0,0755;-0,0249;-0,1244;0,148
1,1020;-0,0780;-0,0261;-0,2368;0,251
1,1030;-0,0916;0,0258;-0,2951;0,310
1,1030;-0,0771;0,0250;-0,3554;0,364
1,1040;-0,0350;0,0179;-0,3964;0,398
1,1040;-0,0467;-0,0129;-0,4456;0,448
1,1070;-0,1062;-0,0270;-0,3901;0,405
1,1180;-0,0921;-0,0127;-0,3364;0,349
1,1180;-0,0762;-0,0109;-0,2489;0,260
1,1230;-0,0362;0,0222;-0,1028;0,111
1,1290;0,0163;0,0860;0,0313;0,093
1,1330;0,0052;0,1975;0,1312;0,237
1,1380;-0,0857;0,1865;0,1662;0,264
1,1450;-0,1351;0,0932;0,2509;0,300
1,1480;-0,2240;0,0820;0,3708;0,441
1,1530;-0,2537;0,0554;0,3689;0,451
1,1580;-0,2599;0,0936;0,3683;0,460
1,1630;-0,2450;0,1371;0,3941;0,484
1,1680;-0,1989;0,1057;0,4140;0,471
1,1720;-0,1188;0,0462;0,3826;0,403
1,1820;-0,0866;-0,0138;0,3095;0,322
1,1830;-0,0599;-0,0656;0,3108;0,323
1,1880;0,0101;-0,0913;0,3969;0,407
1,1930;0,0731;-0,0771;0,4830;0,495
1,1980;0,0837;-0,0733;0,5119;0,524
1,2030;0,0459;-0,1167;0,3710;0,392
1,2080;0,0094;-0,1676;0,1480;0,224
1,2130;0,0466;-0,1815;-0,0016;0,187
1,2180;0,1113;-0,2134;-0,0722;0,251
1,2230;0,2111;-0,1913;-0,1761;0,335
1,2420;0,2457;-0,1293;-0,2154;0,351
1,2430;0,2285;-0,1275;-0,2106;0,336
1,2440;0,1522;-0,1393;-0,1928;0,282
1,2450;0,1138;-0,1234;-0,1296;0,212
1,2490;0,1475;-0,0736;-0,0702;0,179
1,2570;0,1661;0,0129;-0,0527;0,175
1,2580;0,0866;0,1492;0,0054;0,173
1,2780;0,0301;0,2305;0,0610;0,240
1,2790;0,0512;0,2464;0,0758;0,263
1,2790;0,1230;0,2076;0,0917;0,258
1,2790;0,1602;0,2061;0,0381;0,264
1,2830;0,1673;0,2183;-0,0609;0,282
1,2880;0,1739;0,2767;-0,1670;0,367
1,2960;0,1262;0,2488;-0,2301;0,362
1,2980;0,0404;0,1753;-0,2444;0,303
1,3030;0,0117;0,1122;-0,3041;0,324
1,3080;0,0534;0,1191;-0,2885;0,317
1,3140;0,1522;0,0703;-0,2767;0,324
1,3180;0,1759;-0,0161;-0,2984;0,347
1,3240;0,1742;-0,0674;-0,3309;0,380
1,3300;0,1470;-0,0847;-0,3539;0,392
1,3340;0,1709;-0,0764;-0,3578;0,404
1,3390;0,1871;-0,0842;-0,3918;0,442
1,3470;0,1979;-0,0521;-0,3743;0,427
1,3490;0,1900;-0,0375;-0,3235;0,377
1,3540;0,1597;-0,0119;-0,2489;0,296
1,3580;0,1230;-0,0160;-0,1924;0,229
1,3650;0,0345;-0,0478;-0,2065;0,215
1,3690;-0,0859;0,0375;-0,1847;0,207
1,3740;-0,1491;0,0232;-0,1377;0,204
1,3940;-0,1480;0,0167;-0,1421;0,206
1,3950;-0,1248;0,0408;-0,1703;0,215
1,3960;-0,0817;0,0608;-0,1769;0,204
1,3970;-0,0519;0,0434;-0,1977;0,209
1,4030;-0,0085;0,0067;-0,1192;0,120
1,4040;0,0330;0,0058;-0,0241;0,041
1,4090;0,1235;0,0170;0,0757;0,146
1,4280;0,2115;-0,0384;0,0580;0,223
1,4280;0,2154;-0,0552;0,1540;0,270
1,4290;0,1951;-0,0884;0,3226;0,387
1,4290;0,2353;-0,0998;0,3642;0,445
1,4330;0,3032;-0,1807;0,2911;0,458
1,4380;0,4257;-0,2748;0,1488;0,528
1,4450;0,5500;-0,3760;-0,0519;0,668
1,4490;0,5743;-0,4032;-0,2153;0,734
1,4570;0,5219;-0,3105;-0,2482;0,656
1,4590;0,4894;-0,0761;-0,2634;0,561
1,4640;0,3183;0,0132;-0,3971;0,509
1,4690;0,1186;-0,0644;-0,4091;0,431
1,4740;0,0871;-0,1352;-0,4130;0,443
1,4790;0,1864;-0,1560;-0,3861;0,456
1,4840;0,2596;-0,1833;-0,3236;0,454
1,4890;0,1021;-0,1995;-0,3941;0,453
1,4960;-0,1373;-0,2326;-0,3857;0,471
1,4990;-0,3067;-0,2013;-0,2876;0,466
1,5040;-0,3415;-0,1946;-0,1814;0,433
1,5090;-0,3473;-0,1722;-0,1326;0,410
1,5140;-0,3176;-0,1572;-0,1315;0,378
1,5200;-0,2901;-0,2575;-0,5141;0,644
1,5240;-0,2956;-0,3609;-0,6776;0,823
1,5440;-0,3750;-0,3505;-0,2695;0,580
1,5460;-0,4234;-0,3165;0,0546;0,531
1,5470;-0,4152;-0,2602;0,2914;0,570
1,5480;-0,3827;-0,1709;0,4255;0,597
1,5490;-0,2644;-0,1444;0,4424;0,535
1,5540;-0,1402;-0,1617;0,3591;0,418
1,5590;-0,1205;-0,1968;0,2005;0,306
1,5740;-0,1594;-0,2534;0,0385;0,302
1,5750;-0,3182;-0,0056;0,1860;0,369
1,5750;-0,8229;0,4225;0,9502;1,326
1,5890;-0,6198;-0,4041;1,5788;1,744
1,5900;-0,0740;-0,6613;1,7840;1,904
1,5910;0,4315;-0,7585;2,4531;2,604
1,5980;0,6682;-0,7698;2,5312;2,729
1,6000;0,5429;-0,6288;1,6210;1,821
1,6050;0,5611;-0,2865;1,0566;1,230
1,6090;0,4422;0,0450;1,0814;1,169
1,6150;0,1149;0,2002;1,1582;1,181
1,6190;-0,0550;0,2250;0,9734;1,001
1,6240;-0,0960;0,1346;0,6840;0,704
1,6290;-0,0046;0,0089;0,4154;0,416
1,6340;0,1472;-0,0318;0,2081;0,257
1,6390;0,3751;0,0016;0,0226;0,376
1,6600;0,5085;0,0772;-0,0564;0,517
1,6610;0,5849;0,1174;-0,0577;0,599
1,6620;0,5674;0,2116;-0,0424;0,607
1,6620;0,4514;0,2843;-0,0200;0,534
1,6640;0,3595;0,3353;-0,0109;0,492
1,6690;0,3375;0,3665;0,0546;0,501
1,6740;0,2335;0,3996;0,0769;0,469
1,6800;0,1325;0,3353;-0,0250;0,361
