time;ax;ay;az;aT
0,0030;-0,0875;0,2805;0,2331;0,375
0,0030;-0,0843;0,2302;0,3096;0,395
0,0070;-0,0308;0,2108;0,4001;0,453
0,0120;0,0213;0,1635;0,4737;0,502
0,0170;0,0235;0,2007;0,5533;0,589
0,0220;0,0050;0,1666;0,6653;0,686
0,0270;0,0272;0,1490;0,8148;0,829
0,0320;0,0529;0,1189;0,8786;0,888
0,0370;0,0579;0,0686;0,8511;0,856
0,0450;-0,0282;0,0318;0,7431;0,744
0,0470;-0,1242;-0,0280;0,7007;0,712
0,0530;-0,1155;-0,1071;0,6677;0,686
0,0570;-0,0432;-0,1540;0,5806;0,602
0,0640;-0,0522;-0,2059;0,4610;0,508
0,0680;-0,0154;-0,2029;0,3923;0,442
0,0730;-0,0302;-0,1612;0,2882;0,332
0,0800;-0,0600;-0,1140;0,1582;0,204
0,0830;-0,0459;-0,0589;0,0465;0,088
0,0880;-0,0383;-0,0239;-0,1045;0,114
0,1040;-0,0363;0,0132;-0,1335;0,139
0,1050;0,0358;0,0115;-0,1159;0,122
0,1050;0,1060;-0,0175;-0,1593;0,192
0,1070;0,1286;-0,0246;-0,2016;0,240
0,1190;0,1608;0,0270;-0,1316;0,210
0,1200;0,2439;0,0440;0,0434;0,252
0,1230;0,2936;0,0679;0,1822;0,352
0,1440;0,2803;0,0193;0,3187;0,425
0,1450;0,2478;-0,0439;0,4147;0,485
0,1450;0,2747;-0,0599;0,3916;0,482
0,1460;0,3045;-0,0944;0,3486;0,472
0,1540;0,3351;-0,1705;0,2477;0,450
0,1540;0,3526;-0,2014;0,1627;0,437
0,1580;0,4183;-0,2579;0,0782;0,498
0,1630;0,4353;-0,2942;0,0372;0,527
0,1690;0,4804;-0,2715;0,0660;0,556
0,1730;0,4815;-0,2247;0,0628;0,535
0,1800;0,4955;-0,2255;0,0839;0,551
0,1840;0,4479;-0,1607;0,0731;0,481
0,1880;0,4040;-0,1117;0,0567;0,423
0,1970;0,4156;-0,1037;0,0408;0,430
0,1980;0,4076;-0,0723;-0,0033;0,414
0,2030;0,3633;-0,0499;0,0057;0,367
0,2080;0,3801;-0,0590;-0,0328;0,386
0,2140;0,3753;0,0106;-0,0708;0,382
0,2190;0,3393;-0,0256;-0,1025;0,355
0,2240;0,3213;-0,0581;-0,1756;0,371
0,2470;0,3141;-0,0462;-0,2341;0,394
0,2480;0,3422;-0,0368;-0,1977;0,397
0,2480;0,4222;-0,0693;-0,1430;0,451
0,2500;0,4663;-0,0938;-0,1477;0,498
0,2520;0,5439;-0,1530;-0,1363;0,581
0,2530;0,5703;-0,1690;-0,1891;0,624
0,2790;0,5435;-0,2062;-0,3109;0,659
0,2790;0,4953;-0,2311;-0,4386;0,701
0,2800;0,4169;-0,1814;-0,5279;0,697
0,2800;0,3584;-0,1105;-0,5899;0,699
0,2810;0,3268;-0,0323;-0,6796;0,755
0,2890;0,2755;0,0176;-0,7147;0,766
0,2890;0,2916;0,0421;-0,7025;0,762
0,3040;0,2264;0,0591;-0,6764;0,716
0,3050;0,1733;0,0794;-0,6367;0,665
0,3050;0,0294;0,0623;-0,5413;0,546
0,3080;-0,0674;0,0927;-0,3952;0,411
0,3140;-0,1115;0,0936;-0,2510;0,290
0,3190;-0,0731;0,1154;-0,2018;0,244
0,3230;-0,0259;0,0964;-0,1171;0,154
0,3300;0,0462;0,0473;0,0068;0,067
0,3340;0,1115;0,0167;0,1961;0,226
0,3390;0,1786;0,0101;0,3459;0,389
0,3460;0,2857;0,0092;0,4752;0,555
0,3500;0,3304;-0,0164;0,4874;0,589
0,3550;0,3115;-0,0654;0,4615;0,561
0,3600;0,2613;-0,0809;0,4371;0,516
0,3650;0,2441;-0,1106;0,3771;0,463
0,3690;0,2588;-0,0972;0,3126;0,417
0,3750;0,3354;-0,0508;0,2760;0,437
0,3900;0,3756;0,0361;0,2302;0,442
0,3910;0,4322;0,0682;0,2084;0,485
0,3910;0,4029;0,0530;0,1773;0,443
0,3960;0,3153;0,0896;0,1092;0,346
0,4000;0,1718;0,1065;0,0401;0,206
0,4030;0,0528;0,1065;-0,0409;0,126
0,4080;-0,0185;0,1411;-0,0823;0,164
0,4190;-0,0384;0,1484;-0,1357;0,205
0,4200;-0,0510;0,1407;-0,1185;0,191
0,4240;0,0026;0,1574;-0,0774;0,175
0,4310;0,0773;0,1659;-0,0544;0,191
0,4340;0,0847;0,1413;-0,0947;0,190
0,4390;0,0844;0,0946;-0,1697;0,212
0,4460;0,0240;0,0939;-0,2039;0,226
0,4490;-0,0437;0,0283;-0,2848;0,290
0,4540;-0,0014;0,0646;-0,2796;0,287
0,4580;0,0372;0,0763;-0,1503;0,173
0,4650;0,0554;0,1433;0,0386;0,158
0,4700;0,0252;0,1339;0,1281;0,187
0,4750;0,0177;0,0856;0,1304;0,157
0,4800;0,0179;0,0883;0,0864;0,125
0,4840;0,0177;0,1017;0,0606;0,120
0,4910;0,0160;0,1227;-0,0009;0,124
0,4970;-0,0136;0,1168;-0,0120;0,118
0,4990;0,0550;0,1916;0,0273;0,201
0,5050;0,2991;0,3053;0,1897;0,468
0,5300;0,6833;0,3988;0,5123;0,943
0,5310;0,9607;0,4116;0,9269;1,397
0,5330;0,9144;0,3957;1,2567;1,604
0,5340;0,6766;0,3667;1,2484;1,467
0,5340;0,3479;0,3491;0,8520;0,984
0,5600;-0,0330;0,3242;0,3932;0,511
0,5610;-0,3221;0,3157;0,0965;0,461
0,5610;-0,5545;0,2510;-0,1305;0,623
0,5620;-0,6356;0,1484;-0,3558;0,743
0,5620;-0,7033;0,0451;-0,4985;0,863
0,5630;-0,7255;-0,0979;-0,6816;1,000
0,5640;-0,7281;-0,2227;-0,8383;1,132
0,5710;-0,6797;-0,2981;-0,9255;1,186
0,5740;-0,7237;-0,3631;-1,0104;1,295
0,5830;-0,7473;-0,4328;-1,0715;1,376
0,5840;-0,7504;-0,4123;-1,0598;1,362
0,5890;-0,8496;-0,3828;-0,9898;1,359
