time;ax;ay;az;aT
0,0250;-0,0664;0,2234;0,2569;0,347
0,0260;-0,0821;0,2267;0,2337;0,336
0,0260;-0,1274;0,2144;0,2137;0,328
0,0270;-0,2081;0,2178;0,2447;0,388
0,0270;-0,2441;0,2535;0,2872;0,454
0,0280;-0,2618;0,2508;0,3604;0,511
0,0290;-0,2588;0,2370;0,3998;0,532
0,0290;-0,3064;0,2510;0,5359;0,666
0,0300;-0,3476;0,3221;0,6862;0,834
0,0300;-0,2568;0,3789;0,6788;0,819
0,0380;-0,2062;0,4199;0,6133;0,771
0,0400;-0,2758;0,3949;0,5224;0,711
0,0460;-0,3735;0,3661;0,4226;0,672
0,0510;-0,4881;0,3180;0,3068;0,658
0,0550;-0,4921;0,2876;0,1557;0,591
0,0720;-0,5688;0,2635;0,0567;0,629
0,0800;-0,6630;0,2532;0,0297;0,710
0,0800;-0,6102;0,2460;0,1690;0,679
0,0810;-0,4570;0,2862;0,3080;0,621
0,0810;-0,3626;0,3029;0,4708;0,667
0,0990;-0,3000;0,4027;0,5605;0,753
0,1000;-0,2164;0,3891;0,5380;0,698
0,1000;-0,0685;0,3419;0,3819;0,517
0,1010;0,0948;0,2795;0,0593;0,301
0,1170;0,2379;0,2137;-0,2626;0,414
0,1170;0,1754;0,3766;-0,6462;0,768
0,1180;0,0437;0,3514;-0,9485;1,012
0,1340;0,0573;-0,2236;-0,9273;0,956
0,1350;0,0044;-0,5542;-0,7853;0,961
0,1350;0,0200;-0,5659;-0,5283;0,774
0,1360;0,1776;-0,3927;-0,0930;0,441
0,1520;0,3090;-0,1820;0,2578;0,442
0,1520;0,3467;0,0286;0,5521;0,653
0,1520;0,2454;0,1669;0,8357;0,887
0,1680;0,1201;0,2261;1,0491;1,080
0,1690;0,0462;0,2463;1,1782;1,205
0,1700;0,0550;0,1076;1,0502;1,057
0,1710;0,1946;-0,1052;0,7547;0,786
0,1800;0,4146;-0,1566;0,4392;0,624
0,1810;0,6832;-0,0884;0,1500;0,705
0,2040;1,0118;0,3599;-0,0865;1,077
0,2040;1,0524;0,8438;-0,1177;1,354
0,2050;0,3602;0,6243;-0,0873;0,726
0,2050;-0,2986;0,0826;-0,2082;0,373
0,2060;-0,5574;-0,3212;-0,3450;0,730
0,2160;-0,5206;-0,5570;-0,5350;0,931
0,2170;-0,1045;-0,6134;-0,7699;0,990
0,2210;0,4956;-0,4399;-0,9220;1,135
0,2380;1,1598;-0,2787;-0,9306;1,513
0,2390;1,5529;-0,2111;-0,9515;1,833
0,2390;1,8458;-0,1744;-1,0037;2,108
0,2400;1,9155;-0,2381;-0,9594;2,156
0,2460;1,6748;-0,3323;-0,8975;1,929
0,2500;1,3438;-0,3809;-0,8419;1,631
0,2550;0,9912;-0,3949;-0,6660;1,258
0,2600;0,6152;-0,3820;-0,4403;0,847
0,2650;0,2897;-0,4021;-0,3835;0,627
0,2700;0,0382;-0,3484;-0,3699;0,510
0,2770;-0,1168;-0,2999;-0,2655;0,417
0,2810;-0,1793;-0,2818;-0,0944;0,347
0,2860;-0,2804;-0,2571;-0,0191;0,381
0,2910;-0,2836;-0,1828;-0,0633;0,343
0,2960;-0,2782;-0,1498;-0,0678;0,323
0,3010;-0,2167;-0,1912;0,0377;0,291
0,3050;-0,2459;-0,2438;0,2771;0,444
0,3200;-0,2705;-0,4260;0,3993;0,643
0,3200;-0,1777;-0,6430;0,3746;0,765
0,3210;-0,1449;-0,7458;0,3296;0,828
0,3380;-0,1149;-0,7446;0,2906;0,808
0,3400;0,0140;-0,6756;0,3003;0,739
0,3400;0,1212;-0,6151;0,3728;0,729
0,3410;0,2327;-0,4966;0,5092;0,748
0,3580;0,2402;-0,4140;0,5797;0,752
0,3590;0,1198;-0,3599;0,4972;0,625
0,3600;-0,0903;-0,3490;0,3411;0,496
0,3600;-0,2949;-0,2688;0,1783;0,437
0,3660;-0,4080;-0,2020;0,0460;0,458
0,3710;-0,4200;-0,1384;0,0013;0,442
0,3760;-0,4157;-0,1354;-0,1006;0,449
0,3810;-0,3611;-0,1607;-0,0981;0,407
0,3850;-0,3460;-0,1544;-0,1410;0,404
0,3910;-0,3199;-0,1479;-0,1645;0,389
0,3960;-0,3151;-0,1447;-0,2068;0,404
0,4010;-0,2631;-0,1458;-0,2956;0,422
0,4050;-0,2153;-0,1440;-0,2753;0,378
0,4110;-0,1234;-0,1646;-0,2406;0,317
0,4160;-0,0516;-0,2158;-0,2476;0,332
0,4210;-0,0090;-0,2268;-0,3273;0,398
0,4270;0,0052;-0,2511;-0,3746;0,451
0,4310;0,0278;-0,2059;-0,3681;0,423
0,4360;0,0479;-0,1462;-0,4083;0,436
0,4410;0,0572;-0,1485;-0,3349;0,371
0,4470;0,0818;-0,1206;-0,3656;0,394
0,4520;0,0892;-0,0565;-0,4000;0,414
0,4570;0,1278;-0,0587;-0,5157;0,535
0,4770;0,1032;-0,0493;-0,5418;0,554
0,4780;0,0348;-0,0434;-0,5394;0,542
0,4800;-0,0462;-0,0615;-0,5002;0,506
0,4800;-0,1639;0,0124;-0,4099;0,442
0,4810;-0,2033;0,0167;-0,3020;0,364
0,4860;-0,2148;0,0001;-0,1921;0,288
0,4910;-0,2089;0,0267;-0,0608;0,219
0,5020;-0,1534;0,0377;0,0821;0,178
0,5020;-0,1259;0,0344;0,0779;0,152
0,5060;-0,1415;0,0732;0,0939;0,185
0,5130;-0,1367;0,0478;0,0836;0,167
0,5160;-0,1178;0,0494;0,0181;0,129
